settore_merceologico;insegna;tipo_via;via;civico;zd;superficie_vendita;superficie_altri_usi;superficie_tabelle_speciali;superficie_totale;codice_via;accesso;isolato;ingresso;settore_prevalente
NON ALIMENTARE;PROFUMERIA ROSABIANCA;PZA;DE ANGELI ERNESTO;12;7;85;0;0;85;6276;ACCESSO ESTERNO;209;NON SPECIFICATO;PROFUMERIA
NON ALIMENTARE;PROFUMERIA ROSABIANCA;VIA;BUONARROTI MICHELANGELO;9;7;36;0;0;36;6253;ACCESSO ESTERNO;194;NON SPECIFICATO;PROFUMERIA
NON ALIMENTARE;PROFUMERIE DOUGLAS;VIA;CASTALDI PANFILO;42;3;238;0;0;238;2119;ACCESSO ESTERNO;138;NON SPECIFICATO;PROFUMERIA
NON ALIMENTARE;PROFUMI ACCESS ABBIGLIAM;VIA;GALLARATE;80;8;20;0;0;20;7420;ACCESSO ESTERNO;222;NON SPECIFICATO;PROFUMERIA
NON ALIMENTARE;PROFUMO;VIA;BRERA;6;1;70;0;0;70;122;ACCESSO ESTERNO;304;NON SPECIFICATO;PROFUMERIA
NON ALIMENTARE;PROGETTO BAGNO;VIA;LODOVICO IL MORO;123;6;60;0;0;60;5290;ACCESSO INTERNO;024;NON SPECIFICATO;OGGETTISTICA
NON ALIMENTARE;PROGRAMMI D ARTE;VLE;SABOTINO;22;5;35;0;0;35;4046;ACCESSO ESTERNO;112;NON SPECIFICATO;LIBRERIA
NON ALIMENTARE;PROGRESS 3C SRL LIBR COMM;VLE;CONI ZUGNA;62;6;72;0;0;72;5110;ACCESSO ESTERNO;038;NON SPECIFICATO;LIBRERIA
NON ALIMENTARE;PROIEZIONE CASA;VIA;SAMMARTINI GIOVANNI BATTISTA;41;2;55;0;0;55;1202;ACCESSO ESTERNO;152;NON SPECIFICATO;ARREDAMENTO
NON ALIMENTARE;PRO IN TEC E C SAS;VIA;LARIO;7;9;35;15;0;50;1171;ACCESSO ESTERNO;212;NON SPECIFICATO;PROGRAMMAZIONE E SISTEMI INFORMATICI COMPUTER
NON ALIMENTARE;PROMO GOMME;VIA;VALASSINA;45;9;60;0;0;60;1314;ACCESSO ESTERNO;007;NON SPECIFICATO;PNEUMATICI
NON ALIMENTARE;PROMO IDEA SRL;VIA;CARDUCCI GIOSUE';5;1;52;0;0;52;602;ACCESSO ESTERNO;290;NON SPECIFICATO;OGGETTISTICA
NON ALIMENTARE;PRONTAPRINT;VLE;BLIGNY;41;5;25;0;0;25;4045;ACCESSO ESTERNO;091;NON SPECIFICATO;STAMPATI
NON ALIMENTARE;PRONTO MODA ARCOBALENO;CSO;BUENOS AIRES;60;3;45;0;0;45;2129;ACCESSO ESTERNO;036;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;PROTESI ACUSTICHE E ACCES;VIA;LAGRANGE GIUSEPPE;13;5;65;0;0;65;5205;ACCESSO INTERNO;113;NON SPECIFICATO;APPARECCHIATURE ELETTRONICHE
NON ALIMENTARE;PROTESI ORTOPEDICHE;VIA;CASSOLO;2;1;110;0;0;110;4027;ACCESSO ESTERNO;042;NON SPECIFICATO;OGGETTISTICA
NON ALIMENTARE;PRYNCEPS;VIA;TEANO;14;9;22;3;0;25;1632;ACCESSO ESTERNO;006;NON SPECIFICATO;GIOIELLERIA E OROLOGERIA
NON ALIMENTARE;PRYNCEPS;VIA;TORINO;64;1;60;0;0;60;543;ACCESSO ESTERNO;349;NON SPECIFICATO;GIOIELLERIA E OROLOGERIA
NON ALIMENTARE;PTSHOP;PZA;DUCA D'AOSTA;S.N.C.;2;20;60;0;80;1200;ACCESSO INTERNO;NON SPECIFICATO;NON SPECIFICATO;OGGETTISTICA
NON ALIMENTARE;PTSHOP SPA;VIA;FANTOLI GAUDENZIO;7;4;80;0;0;80;3355;ACCESSO ESTERNO;083;NON SPECIFICATO;OGGETTISTICA
NON ALIMENTARE;PTSHOP SPA;VIA;GOZZOLI BENOZZO;51;7;30;0;0;30;6789;ACCESSO ESTERNO;255;NON SPECIFICATO;OGGETTISTICA
NON ALIMENTARE;PTSHOP SPA;VIA;NOVARA;31;7;40;0;0;40;6624;ACCESSO ESTERNO;103;NON SPECIFICATO;OGGETTISTICA
NON ALIMENTARE;PUBBLICITARIA RUSCONI;VIA;CANONICA LUIGI;63;1;2;0;0;2;7121;ACCESSO ESTERNO;105;NON SPECIFICATO;EDICOLA
NON ALIMENTARE;PUBLIMAGIC CARTOLERIA;VIA;LOMAZZO PAOLO;25;8;56;10;0;66;7079;ACCESSO ESTERNO;062;NON SPECIFICATO;OGGETTISTICA
NON ALIMENTARE;PUIA SRL;CSO;VERCELLI;9;7;33;0;0;33;6193;ACCESSO ESTERNO;236;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;PUMA;VLE;MONTE NERO;22;4;147;0;0;147;3062;ACCESSO ESTERNO;157;NON SPECIFICATO;OGGETTISTICA
NON ALIMENTARE;PUNTI DI VISTA;VIA;WASHINGTON GIORGIO;11;7;70;0;0;70;6111;ACCESSO ESTERNO;229;NON SPECIFICATO;OTTICA
NON ALIMENTARE;PUNTI DI VISTA SNC;RIP;DI PTA TICINESE;55;6;111;0;0;111;5150;ACCESSO ESTERNO;072;NON SPECIFICATO;QUADRI E CORNICI
NON ALIMENTARE;PUNTI E FANTASIA;VIA;SOLFERINO;14;1;40;0;0;40;1028;ACCESSO ESTERNO;247;NON SPECIFICATO;OGGETTISTICA
NON ALIMENTARE;PUNTO BAGNO;VIA;GIAMBELLINO;44;6;80;0;0;80;5136;ACCESSO ESTERNO;148;NON SPECIFICATO;OGGETTISTICA
NON ALIMENTARE;PUNTO BAGNO;VIA;SOTTOCORNO PASQUALE;3;4;30;5;0;35;3152;ACCESSO ESTERNO;010;NON SPECIFICATO;OGGETTISTICA
NON ALIMENTARE;PUNTO BLU CARTOLERIA;VIA;BIONDELLI BERNARDINO;1;5;37;8;0;45;4236;ACCESSO ESTERNO;001;NON SPECIFICATO;OGGETTISTICA
NON ALIMENTARE;PUNTO CALCIO REMBRANDT;VIA;REMBRANDT;20;7;29;0;0;29;6618;ACCESSO ESTERNO;287;NON SPECIFICATO;OGGETTISTICA
NON ALIMENTARE;PUNTO CASA;VIA;ZURETTI GIANFRANCO;11;2;28;10;0;38;1216;ACCESSO ESTERNO;150;NON SPECIFICATO;PRODOTTI PER IGIENE PERSONA CASA
NON ALIMENTARE;PUNTO DUE CALZATURE;VIA;ALSERIO;1;9;36;29;0;65;1153;ACCESSO ESTERNO;206;NON SPECIFICATO;CALZATURE
NON ALIMENTARE;PUNTO FORTE FICHET;VLE;UMBRIA;96;4;29;0;0;29;3145;ACCESSO ESTERNO;077;NON SPECIFICATO;PORTE BLINDATE TAPPARELLE
NON ALIMENTARE;PUNTO LANA;VIA;MERAVIGLI;18;1;30;5;0;35;614;ACCESSO ESTERNO;372;NON SPECIFICATO;MERCERIA
NON ALIMENTARE;PUNTO LUCE OSRAM;VLE;GORIZIA;7;6;80;0;0;80;5156;ACCESSO ESTERNO;055;NON SPECIFICATO;LAMPADARI
NON ALIMENTARE;PUNTO LUCE SAS;VLE;CORSICA;14;4;100;0;0;100;3262;ACCESSO ESTERNO;265;NON SPECIFICATO;LAMPADARI
NON ALIMENTARE;PUNTOMODA SAS;VLE;LOMBARDIA;25;3;25;0;0;25;2400;ACCESSO ESTERNO;046;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;PUNTO ROSSO;VIA;SANTA MARIA SEGRETA;6;1;36;0;0;36;624;ACCESSO ESTERNO;409;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;PUNTOTTICA;VLE;SARCA;163;9;70;6;0;76;1427;ACCESSO ESTERNO;050;NON SPECIFICATO;OTTICA
NON ALIMENTARE;PUPI SOLARI;VIA;MASCHERONI LORENZO;12;1;104;0;0;104;6183;ACCESSO ESTERNO;072;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;Q8;VIA;CIVIDALE DEL FRIULI;6;7;12;0;0;12;6418;ACCESSO ESTERNO;157;NON SPECIFICATO;CARBURANTI E LUBRIFICANTI
NON ALIMENTARE;Q8;VIA;PADOVA;340;2;15;0;0;15;2275;ACCESSO ESTERNO;245;NON SPECIFICATO;CARBURANTI E LUBRIFICANTI
NON ALIMENTARE;Q QUALITY INFORMATICA;VLE;TUNISIA;50;2;60;60;0;120;2121;ACCESSO ESTERNO;094;NON SPECIFICATO;PROGRAMMAZIONE E SISTEMI INFORMATICI COMPUTER
NON ALIMENTARE;QSS;VIA;TURATI FILIPPO;3;1;29;0;0;29;1053;ACCESSO ESTERNO;093;NON SPECIFICATO;OTTICA
NON ALIMENTARE;QSS;VIA;PORPORA NICOLA ANTONIO;9;3;44;0;0;44;2229;ACCESSO ESTERNO;278;NON SPECIFICATO;OTTICA
NON ALIMENTARE;QUADMANIA QUADRICICLI;VIA;PECCHIO GIUSEPPE;17;3;34;0;0;34;2240;ACCESSO ESTERNO;024;NON SPECIFICATO;BICICLETTE
NON ALIMENTARE;QUADRATURE;VIA;ORTI;19;1;127;0;0;127;4031;ACCESSO ESTERNO;113;NON SPECIFICATO;FERRAMENTA E EDILIZIA
NON ALIMENTARE;QUADRERIA DELL 800;VIA;MANZONI ALESSANDRO;40;1;30;0;0;30;230;ACCESSO INTERNO;255;NON SPECIFICATO;ANTICHITA E OGGETTI D ARTE AN
NON ALIMENTARE;QUADRONNO SPORTWARE SRL;CSO;DI PORTA VIGENTINA;26;1;70;0;0;70;4026;ACCESSO ESTERNO;119;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;QUA LA ZAMPA;PZA;NAPOLI;9;6;35;0;0;35;5131;ACCESSO ESTERNO;013;NON SPECIFICATO;PICCOLO ZOO
NON ALIMENTARE;QUATTRO PASSI;VIA;S. GIOV. SUL MURO;4;1;20;16;0;36;609;ACCESSO ESTERNO;291;NON SPECIFICATO;CALZATURE
NON ALIMENTARE;QUEENFLOR;VIA;DEL PASSERO;3;6;70;5;0;75;6801;NON SPECIFICATO;020;NON SPECIFICATO;FIORI E PIANTE
NON ALIMENTARE;QUELLI DEL TOTO;VIA;QUARENGHI GIACOMO;23;8;28;0;0;28;7478;ACCESSO INTERNO;300;NON SPECIFICATO;LIBRERIA
NON ALIMENTARE;QUEPO;VIA;ABAMONTI GIUSEPPE;2;3;16;0;0;16;3135;ACCESSO ESTERNO;158;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;QUICK PHOTO CENTER;VIA;CASATI FELICE;23;3;4;29;0;33;2122;ACCESSO ESTERNO;100;NON SPECIFICATO;OTTICA
NON ALIMENTARE;QUO VADIS SRL;VIA;PONTE VETERO;15;1;40;0;0;40;718;ACCESSO ESTERNO;305;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;RACE LAB;VIA;CAPOSILE;1;4;40;0;0;40;3223;ACCESSO ESTERNO;064;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;RADAELLI;VIA;MANZONI ALESSANDRO;S.N.C.;1;40;60;0;100;230;ACCESSO ESTERNO;363;NON SPECIFICATO;FIORI E PIANTE
NON ALIMENTARE;RADAR;VIA;BENGASI;2;1;119;0;0;119;2375;ACCESSO ESTERNO;285;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;RADIATORI ELETTRAUTO;VIA;CESAROTTI MELCHIORRE;6;2;150;0;0;150;2510;ACCESSO INTERNO;225;NON SPECIFICATO;ACCESSORI E RICAMBI AUTO MOTO
NON ALIMENTARE;RADICI ANTIQUARI SNC;VIA;SAN MAURILIO;20;1;40;0;0;40;563;ACCESSO ESTERNO;431;NON SPECIFICATO;ANTICHITA E OGGETTI D ARTE AN
NON ALIMENTARE;RADIO E TELEFONI;VLE;SARCA;163;9;48;5;0;53;1427;ACCESSO ESTERNO;050;NON SPECIFICATO;RADIO TV ELETTRODOMESTICI APPARECCHIATURE RADIO
NON ALIMENTARE;RAFFAELLA CURIEL;CSO;MATTEOTTI GIACOMO;14;1;36;0;0;36;218;ACCESSO ESTERNO;316;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;RAF FER CHIUSURA DI SICUR;VIA;SACCO LUIGI;9;7;40;0;0;40;6275;ACCESSO ESTERNO;213;NON SPECIFICATO;PORTE BLINDATE TAPPARELLE
NON ALIMENTARE;RAGING MOTOR HONDA;VLE;MONTELLO;5;1;90;0;0;90;7126;ACCESSO ESTERNO;001;NON SPECIFICATO;AUTO MOTO CICLI
NON ALIMENTARE;RAHI CAR;VIA;LORENTEGGIO;25;6;147;0;0;147;5132;ACCESSO ESTERNO;152;NON SPECIFICATO;AUTOVEICOLI
NON ALIMENTARE;RAIL SHIP MODELLISMO;VIA;VODICE;9;7;160;0;0;160;6552;ACCESSO ESTERNO;252;NON SPECIFICATO;GIOCATTOLI E MODELLO
NON ALIMENTARE;RAIMONDI;VIA;MONTE NAPOLEONE;2;1;175;0;0;175;219;ACCESSO ESTERNO;263;NON SPECIFICATO;CASALINGHI
NON ALIMENTARE;RAIMONDI DI PETTINAROLI;CSO;VENEZIA;6;1;245;40;0;285;238;ACCESSO ESTERNO;190;NON SPECIFICATO;OGGETTISTICA
NON ALIMENTARE;RAINBOWLAND DECORAZIONI;VIA;PORPORA NICOLA ANTONIO;154;3;34;0;0;34;2229;ACCESSO ESTERNO;038;NON SPECIFICATO;VETRERIE E CERAMICHE
NON ALIMENTARE;RA LABORATORIO ARTIGIANAL;CSO;INDIPENDENZA;20;4;23;0;0;23;3118;ACCESSO ESTERNO;007;NON SPECIFICATO;VALIGERIA PELLETTERIA
NON ALIMENTARE;RAMAFOTO;VLE;PISA;6;7;25;6;0;31;6615;ACCESSO ESTERNO;199;NON SPECIFICATO;OTTICA
NON ALIMENTARE;RAPETTI;VIA;S. GIOV. SUL MURO;6;1;45;0;0;45;609;ACCESSO ESTERNO;291;NON SPECIFICATO;OGGETTISTICA
NON ALIMENTARE;RAPETTI BUSTI ORTOPEDIA;VIA;MAZZINI GIUSEPPE;2;1;90;0;0;90;516;ACCESSO ESTERNO;447;NON SPECIFICATO;OGGETTISTICA
NON ALIMENTARE;RAPHAEL;VIA;CORRENTI CESARE;17;1;97;40;0;137;555;ACCESSO ESTERNO;277;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;RATTI SAS;PLE;SUSA;1;3;48;0;0;48;3101;NON SPECIFICATO;185;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;RATTI TIMBRI E TARGHE;VIA;OLONA;7;1;31;0;0;31;5090;ACCESSO ESTERNO;460;NON SPECIFICATO;TIMBRI E TARGHE
NON ALIMENTARE;RAVARINI CASTOLDI;VIA;GARDONE;20;5;85;0;0;85;4153;ACCESSO INTERNO;112;NON SPECIFICATO;ARREDAMENTO
NON ALIMENTARE;R C S QUOTIDIANI;VIA;SOLFERINO;26;1;155;0;0;155;1028;ACCESSO INTERNO;176;NON SPECIFICATO;OGGETTISTICA
NON ALIMENTARE;R D AUTO;VIA;DEI SORMANI;10;7;135;0;0;135;6115;ACCESSO ESTERNO;294;NON SPECIFICATO;AUTOVEICOLI
NON ALIMENTARE;RDP GIOLIELLI;VIA;SAN MAURILIO;14;1;45;0;0;45;563;ACCESSO INTERNO;430;NON SPECIFICATO;GIOIELLERIA E OROLOGERIA
NON ALIMENTARE;READUE SNC;VIA;EDOLO;8;2;20;0;0;20;1217;ACCESSO ESTERNO;150;NON SPECIFICATO;ACCESSORI E RICAMBI AUTO MOTO
NON ALIMENTARE;REBUS;VIA;DE AMICIS EDMONDO;35;1;85;0;0;85;574;ACCESSO ESTERNO;457;NON SPECIFICATO;SOPRAMMOB IN MATERIALE VARIO
NON ALIMENTARE;RECORD DISCOUNT;PZA;BOLIVAR SIMONE;7;6;91;0;0;91;6129;ACCESSO ESTERNO;152;NON SPECIFICATO;DISCHI
NON ALIMENTARE;RED AMA BLEU;VIA;MONTE NAPOLEONE;8;1;25;25;0;50;219;ACCESSO ESTERNO;262;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;REDO;VIA;FARINI CARLO;78;9;80;0;0;80;1114;ACCESSO ESTERNO;159;NON SPECIFICATO;CALZATURE
NON ALIMENTARE;REFILL SNC;VLE;MONZA;158;2;40;0;0;40;2274;ACCESSO ESTERNO;145;NON SPECIFICATO;OGGETTISTICA
NON ALIMENTARE;REFUS;VIA;VITRUVIO;35;3;200;0;0;200;2134;ACCESSO ESTERNO;056;NON SPECIFICATO;CALZATURE
NON ALIMENTARE;REGALCASA;VIA;DEGLI ARCIMBOLDI;2;1;48;10;0;58;522;ACCESSO ESTERNO;NON SPECIFICATO;VIA 0509 NUM.001*;CASALINGHI
NON ALIMENTARE;REGALI IN FIORE;VIA;PAPI LAZZARO;12;4;18;0;0;18;4071;ACCESSO ESTERNO;173;NON SPECIFICATO;FIORI E PIANTE
NON ALIMENTARE;REGINA;VIA;NOVARA;141;7;34;0;0;34;6624;ACCESSO ESTERNO;036;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;REGINA BOSSI;VIA;CASTEL MORRONE;20;3;50;0;0;50;3185;ACCESSO ESTERNO;161;NON SPECIFICATO;ARREDAMENTO
NON ALIMENTARE;RENAULT;VIA;OLDRADO DA TRESSENO;10;2;67;0;0;67;2272;ACCESSO ESTERNO;343;NON SPECIFICATO;AUTOVEICOLI
NON ALIMENTARE;RENAULT;VLE;CASSALA;33;6;90;0;0;90;5275;ACCESSO ESTERNO;NON SPECIFICATO;NON SPECIFICATO;AUTOVEICOLI
NON ALIMENTARE;RENAULT CONCES MANZONI;VIA;SANTA RITA DA CASCIA;35;6;60;0;0;60;5301;ACCESSO ESTERNO;042;NON SPECIFICATO;AUTO MOTO CICLI
NON ALIMENTARE;RENAULT CONCESS RENORD;VIA;PAPI LAZZARO;14;4;230;0;0;230;4071;ACCESSO ESTERNO;173;NON SPECIFICATO;AUTOVEICOLI
NON ALIMENTARE;RENAULT DEL CENTRO;VIA;ARCHIMEDE;53;4;140;660;0;800;3086;ACCESSO ESTERNO;019;NON SPECIFICATO;AUTOVEICOLI
NON ALIMENTARE;RENAULT FILIALE MILANOSPA;VIA;FOPPA VINCENZO;49;6;250;0;0;250;6109;NON SPECIFICATO;004;NON SPECIFICATO;AUTOVEICOLI
NON ALIMENTARE;RENAULT F LLI LAZZARONI;VIA;NOVARA;159;7;61;0;0;61;6624;ACCESSO ESTERNO;035;NON SPECIFICATO;AUTOVEICOLI
NON ALIMENTARE;RENAULT QUACQUARELLI;VIA;LORENTEGGIO;60;6;190;0;0;190;5132;ACCESSO ESTERNO;124;NON SPECIFICATO;AUTOVEICOLI
NON ALIMENTARE;RENNA SPORT SRL;PZA;DIAZ ARMANDO;1;1;150;30;0;180;339;ACCESSO ESTERNO;422;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;RENZA ABBIGLIAMENTO;VLE;ABRUZZI;16;3;36;0;0;36;2177;ACCESSO ESTERNO;125;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;RE OTTAVIO;VIA;BAGUTTA;1;1;25;25;0;50;221;ACCESSO INTERNO;263;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;REPRO R;VLE;LUCANIA;12;4;30;0;0;30;4173;ACCESSO ESTERNO;057;NON SPECIFICATO;ARREDAMENTO
NON ALIMENTARE;REPROREX ART TECNICI UFF;VIA;ALUNNO NICOLO';4;7;34;0;0;34;6640;ACCESSO ESTERNO;198;NON SPECIFICATO;OGGETTISTICA
NON ALIMENTARE;RESCALLI;VIA;BELFIORE;11;7;145;0;0;145;6246;ACCESSO ESTERNO;215;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;RESMINI;VIA;FIAMMA GALVANO;11;4;36;0;0;36;3079;ACCESSO ESTERNO;036;NON SPECIFICATO;FERRAMENTA E EDILIZIA
NON ALIMENTARE;RESTAURI;VIA;RUGGERO DI LAURIA;15;8;35;0;0;35;7163;ACCESSO ESTERNO;339;NON SPECIFICATO;COSE USATE SENZA PREGIO RIGAT
NON ALIMENTARE;RESTAURO E DEPOS MOBILI;VIA;COLLETTA PIETRO;24;4;147;0;0;147;4078;ACCESSO ESTERNO;178;NON SPECIFICATO;ARREDAMENTO
NON ALIMENTARE;RESTAURO E VENDITA MOBILI;VIA;WASHINGTON GIORGIO;80;6;57;0;0;57;6111;ACCESSO ESTERNO;229;NON SPECIFICATO;ARREDAMENTO
NON ALIMENTARE;RESTELLI GUANTI;CSO;SEMPIONE;84;8;25;0;0;25;7137;ACCESSO INTERNO;025;NON SPECIFICATO;CALZE E GUANTI
NON ALIMENTARE;RETAIL BRAND ALLIANCE EUR;CSO;MATTEOTTI GIACOMO;7;1;140;0;0;140;218;ACCESSO ESTERNO;315;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;REVA;VLE;ORTLES;83;5;46;0;0;46;4133;ACCESSO ESTERNO;018;NON SPECIFICATO;TELEFONI
NON ALIMENTARE;REZZA ARREDAMENTI;VIA;RINUCCINI OTTAVIO;1;2;86;0;0;86;2294;ACCESSO ESTERNO;304;NON SPECIFICATO;ARREDAMENTO
NON ALIMENTARE;RIA LANCIA;VIA;PRINCIPE EUGENIO;4;8;30;970;0;1000;7223;ACCESSO ESTERNO;011;NON SPECIFICATO;AUTO MOTO CICLI
NON ALIMENTARE;RI BI S SAS;VIA;CENISIO;55;8;65;0;0;65;7184;ACCESSO ESTERNO;028;NON SPECIFICATO;FERRAMENTA E EDILIZIA
NON ALIMENTARE;RICA DAMIANA;PZA;DIAZ ARMANDO;6;1;10;0;0;10;339;ACCESSO ESTERNO;448;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;RICAMBI ACCESSORI;VIA;CIMAROSA DOMENICO;11;7;151;0;0;151;6291;ACCESSO ESTERNO;234;NON SPECIFICATO;ACCESSORI E RICAMBI AUTO MOTO
NON ALIMENTARE;RICAMBI AUTO;VIA;PLINIO CAIO SECONDO;1;3;150;30;0;180;2144;ACCESSO ESTERNO;046;NON SPECIFICATO;ACCESSORI E RICAMBI AUTO MOTO
NON ALIMENTARE;RICAMBI ELETTRICI;VIA;TOLMEZZO;2;3;15;0;0;15;2392;ACCESSO ESTERNO;054;NON SPECIFICATO;FERRAMENTA E EDILIZIA
NON ALIMENTARE;RICAMBI ELETTRODOMESTICI;PLE;ISTRIA;4;2;33;39;0;72;1347;ACCESSO ESTERNO;032;NON SPECIFICATO;ACCESSORI E RICAMBI AUTO MOTO
NON ALIMENTARE;RICAMBI ELETTRODOMESTICI;VIA;VINCENZO DA SEREGNO;11;9;20;0;0;20;1557;ACCESSO ESTERNO;052;NON SPECIFICATO;ACCESSORI E RICAMBI AUTO MOTO
NON ALIMENTARE;RICCI;VIA;MONTE SAN GABRIELE;1;2;40;2;0;42;2481;ACCESSO ESTERNO;147;NON SPECIFICATO;CALZATURE
NON ALIMENTARE;RICEVITORIA;PZA;GARIBALDI ANITA;S.N.C.;7;11;0;0;11;6786;ACCESSO INTERNO;998;NON SPECIFICATO;OGGETTISTICA
NON ALIMENTARE;RICHEMONT ITALIA SPA;VIA;LUDOVICO DI BREME;45;8;100;0;0;100;7396;ACCESSO ESTERNO;221;NON SPECIFICATO;GIOIELLERIA E OROLOGERIA
NON ALIMENTARE;R I COIFFEUR SAS DI ROCCH;LGO;DOMODOSSOLA;7;8;77;0;0;77;6140;ACCESSO ESTERNO;084;NON SPECIFICATO;PROFUMERIA
NON ALIMENTARE;RICORDI RUBATI;VIA;SOLARI ANDREA;12;6;36;0;0;36;5111;ACCESSO ESTERNO;018;NON SPECIFICATO;ANTICHITA E OGGETTI D ARTE AN
NON ALIMENTARE;RIDO SANITY SAS;VIA;CERIANI ANTONIO;20;7;80;0;0;80;6774;ACCESSO ESTERNO;131;NON SPECIFICATO;OGGETTISTICA
NON ALIMENTARE;RIGATTIERE;CSO;GARIBALDI GIUSEPPE;2;1;60;0;0;60;1010;ACCESSO ESTERNO;172;NON SPECIFICATO;COSE USATE SENZA PREGIO RIGAT
NON ALIMENTARE;RIGHE E QUADRETTI;CSO;LODI;106;4;17;3;0;20;4068;ACCESSO ESTERNO;050;NON SPECIFICATO;OGGETTISTICA
NON ALIMENTARE;RIMOLDI COMMERC ITALIANA;PZA;VENTIQUATTRO MAGGIO;6;5;25;0;0;25;5200;ACCESSO ESTERNO;127;NON SPECIFICATO;MACCHINE DA CUCIRE E MAGLIERIA
NON ALIMENTARE;RINO GOMME SAS;VIA;BELLOTTI FELICE;9;3;98;723;0;821;3070;ACCESSO ESTERNO;154;NON SPECIFICATO;PNEUMATICI
NON ALIMENTARE;RINO GOMME SAS;VIA;MELZO;24;3;100;0;0;100;2184;ACCESSO ESTERNO;144;NON SPECIFICATO;PNEUMATICI
NON ALIMENTARE;RIOT RECORDS;VLE;MONZA;26;2;20;0;0;20;2274;ACCESSO ESTERNO;352;NON SPECIFICATO;DISCHI
NON ALIMENTARE;RIPAMONTI;VIA;PONTE VECCHIO;3;2;20;15;0;35;2487;ACCESSO ESTERNO;180;NON SPECIFICATO;MERCERIA
NON ALIMENTARE;RIPARAZIONI ELETTRODOMEST;VIA;GRESSONEY;12;4;16;5;0;21;4119;ACCESSO ESTERNO;126;NON SPECIFICATO;ACCESSORI E RICAMBI AUTO MOTO
NON ALIMENTARE;RIPARAZIONI MAGLIERIA;VIA;BETTINI POMPEO;8;2;50;0;0;50;2609;ACCESSO ESTERNO;200;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;RIPARAZIONI RTV;VIA;IGLESIAS;36;2;27;0;0;27;2458;ACCESSO ESTERNO;198;NON SPECIFICATO;RADIO TV ELETTRODOMESTICI APPARECCHIATURE RADIO
NON ALIMENTARE;RIPARAZIONI TOSAERBA;VIA;DELLE FORZE ARMATE;165;7;13;38;0;51;6643;ACCESSO ESTERNO;184;NON SPECIFICATO;MACCH E PRODOTTI PER AGRICOLTURA MACCHINE E PRODOTTI PER L AGRICOLTURA
NON ALIMENTARE;RIPARAZIONI TV;VIA;NEGROLI;39;4;41;0;0;41;3279;ACCESSO ESTERNO;234;NON SPECIFICATO;RADIO TV ELETTRODOMESTICI APPARECCHIATURE RADIO
NON ALIMENTARE;RIPARAZIONI TV VIDEO HI F;VIA;BUSSETO;2;4;8;0;0;8;4372;ACCESSO ESTERNO;157;NON SPECIFICATO;ACCESSORI E RICAMBI AUTO MOTO
NON ALIMENTARE;RIPAR MACCHINE DA CAFFE;VIA;PARAVIA PIER ALESSANDRO;77;7;34;0;0;34;6571;ACCESSO ESTERNO;241;NON SPECIFICATO;ATTREZZ E STRUM PER NEG E ARTICOLI ATTREZZATURE E STRUMENTI PER NEGOZI E ARTIGIANATO
NON ALIMENTARE;RIP IDRAULICHE ARRED BAGN;VIA;ORNATO LUIGI;7;9;45;27;0;72;1591;ACCESSO ESTERNO;069;NON SPECIFICATO;OGGETTISTICA
NON ALIMENTARE;RISOLATRICE ACCESS SCARPE;VLE;LOMBARDIA;65;3;40;0;0;40;2400;ACCESSO ESTERNO;007;NON SPECIFICATO;CUOIO E PELLAMI
NON ALIMENTARE;RISTORANTE GIBILTERRA SRL;VIA;STENDHAL ENRICO;30;6;1;0;0;1;5135;ACCESSO ESTERNO;031;NON SPECIFICATO;OGGETTISTICA
NON ALIMENTARE;RISUOLATRICE PICENO;VLE;PICENO;10;4;19;0;0;19;3114;ACCESSO ESTERNO;248;NON SPECIFICATO;CUOIO E PELLAMI
NON ALIMENTARE;RITA BOUTIQUE;GLL;BUENOS AIRES;11;3;79;0;0;79;2146;ACCESSO ESTERNO;060;NON SPECIFICATO;ABBIGLIAMENTO
